POT_MW,ALT_TOTAL,ALT_TORRE,DIAM_ROTOR,DATA_ATUALIZACAO,EOL_VERSAO_ID,NOME_EOL,DEN_AEG,X,Y,VERSAO,DATUM_EMP,OPERACAO,FUSO_AG,PROPRIETARIO,OBJECTID,UF,CEG,LONG,LAT,SETOR
4.2,200.0,125.0,150.0,1689010846000,37294,Jerusalém I,JER-I-01,820728.0,9379055.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Jerusalém I S.A.,376,RN,EOLCVRN037294-3-01,-36.10513381199996,-5.610533140999962,Nordeste
1.65,111.0,70.0,82.0,1689006401000,29019,Santa Maria,STM-01,214119.0,9082650.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Eólica Gravatá - Geradora de Energia S.A.,389,PE,EOLCVPE029019-0-01,-35.595234964999975,-8.290523836999967,Nordeste
1.68,130.0,80.0,100.0,1673367898000,30768,Maron,AEG-06,758846.0,8435790.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Maron S.A.,640,BA,EOLCVBA030768-8-01,-42.60226540299993,-14.13707840099994,Nordeste
2.3,149.0,108.0,82.0,1673367898000,30286,Osório 2,OS2-03,572445.861,6686491.184,Versão Válida,WGS84,Sim,UTM 22 S (MER -51),Ventos do Litoral Energia  S.A.,323,RS,EOLCVRS030286-4-01,-50.249243587999956,-29.950242568999954,Sul
2.7,150.0,89.0,122.0,1673359590000,32106,Juazeiro,JUA - 07,749597.0,8469123.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Juazeiro S.A.,49,BA,EOLCVBA032106-0-01,-42.69089774799994,-13.836767025999961,Nordeste
2.7,151.0,90.0,122.0,1673349921000,32090,Amescla,2,748199.0,8469513.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Amescla S.A.,814,BA,EOLCVBA032090-0-01,-42.70385828899998,-13.833364912999969,Nordeste
2.0,145.0,95.0,100.0,1666625847000,30527,Renascença III,UG9,177982.038,9413603.17,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energisa Geração - Central Eólica Renascença III S.A.,998,RN,EOLCVRN030527-8-01,-35.90496968499997,-5.2983508359999405,Nordeste
3.0,162.5,100.0,125.0,1666625847000,31482,Itarema V,5,402097.0,9671304.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Itarema V S.A.,62,CE,EOLCVCE031482-0-01,-39.880972966999934,-2.973435773999938,Nordeste
1.5,141.45,100.0,82.9,1666625847000,30296,Barra dos Coqueiros,WT 20,727119.0,8805669.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Energen Energias Renováveis S.A.,40,SE,EOLCVSE030296-1-01,-36.922823456999936,-10.797232702999963,Nordeste
1.5,138.5,100.0,77.0,1666625847000,29051,Púlpito,AEG 3,634703.775499,6849627.8697535,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Púlpito Energia Eólica S.A.,975,SC,EOLCVSC029051-3-01,-49.62399768399996,-28.47300075199996,Sul
2.1,124.0,80.0,88.0,1666625847000,28699,Icaraizinho,AEG 21,424086.0,9666575.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CPFL Energias Renováveis S.A.,950,CE,EOLCVCE028699-0-01,-39.68314143599997,-3.0163467529999366,Nordeste
1.6,121.25,80.0,82.5,1666625847000,30498,Asa Branca IV,AB-IV05,168001.0,9409690.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Asa Branca IV Energias Renováveis Ltda.,16,RN,EOLCVRN030498-0-01,-35.99512647199998,-5.3332630009999775,Nordeste
2.35,130.0,80.0,100.0,1666625847000,30801,Joana,AEG4,757836.0,8460335.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Enel Green Power Joana Eólica S.A.,1000,BA,EOLCVBA030801-3-01,-42.61391024499994,-13.915429958999937,Nordeste
1.85,121.25,80.0,82.5,1666625847000,30739,Caititu,CAI-083,754125.0,8398879.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Caititu S.A.,1,BA,EOLCVBA030739-4-01,-42.642494529999965,-14.470967592999955,Nordeste
2.0,145.0,95.0,100.0,1666625847000,30512,Dreen Boa Vista,BV07,175728.0,9433802.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),GE Boa Vista S.A.,2,RN,EOLCVRN030512-0-01,-35.924468564999984,-5.1157539649999535,Nordeste
2.0,145.0,95.0,100.0,1666625847000,30497,Renascença V,15,184692.0,9417056.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Renascença V Energias Renováveis S.A.,3,RN,EOLCVRN030497-2-01,-35.84437289899995,-5.267423835999978,Nordeste
2.7,150.0,89.0,122.0,1666625847000,30864,SM,1,176028.0,9397684.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Maria Energias Renováveis S.A.,4,RN,EOLCVRN030864-1-01,-35.92329442299996,-5.442081616999928,Nordeste
2.0,147.2,97.2,100.0,1666625847000,30756,Cerro Chato VI,8,627337.46,6591690.658,Versão Válida,SIRGAS2000,Sim,UTM 21 S (MER -57),Eólica Cerro Chato VI S.A.,9,RS,EOLCVRS030756-4-01,-55.66896247999995,-30.801034310999967,Sul
1.6,121.0,80.0,82.0,1666625847000,30301,Morro dos Ventos I,AG_09_MV1,186686.02,9405777.69,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos I S.A,10,RN,EOLCVRN030301-1-01,-35.82686507699998,-5.369410412999969,Nordeste
2.1,137.5,90.0,95.0,1666625847000,30332,Faísa III,4,471034.0,9630338.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Faísa III Geração e Comercialização de Energia Ltda.,12,CE,EOLCVCE030332-1-01,-39.26075033999996,-3.3443751729999462,Nordeste
2.3,130.5,80.0,101.0,1666625847000,30672,Costa Branca,CBR-09,184316.0,9403331.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),SPE Costa Branca Energia S.A.,13,RN,EOLCVRN030672-0-01,-35.848333631999935,-5.391417572999956,Nordeste
0.6,86.6,64.6,44.0,1666625847000,28793,Água Doce,AEG 2,431694.58,7058321.0,Versão Válida,SAD69,Sim,UTM 22 S (MER -51),CENAEEL - Central Nacional de Energia Eólica S.A.,14,SC,EOLCVSC028793-8-01,-51.68682705499998,-26.594797522999954,Sul
2.1,121.5,77.5,88.0,1666625847000,28887,Bons Ventos,NBV-21,638374.997,9508461.737,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),BVP Geradora de Energia S.A.,15,CE,EOLCVCE028887-0-01,-37.75282865899993,-4.445955001999948,Nordeste
2.3,149.0,108.0,82.0,1666625847000,30381,Sangradouro 2,SG2-07,569997.366,6688815.152,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos da Lagoa Energia S.A.,962,RS,EOLCVRS030381-0-01,-50.274767752999935,-29.929413262999958,Sul
2.3,154.0,108.0,92.0,1666625847000,30894,Índios 3,DI3-03,565542.515701,6684093.777042,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos dos índios Energia S.A.,17,RS,EOLCVRS030894-3-01,-50.32058845599994,-29.97226911499996,Sul
1.5,138.5,100.0,77.0,1666625847000,29052,Aquibatã,AEG 2,425432.5479,7059692.0153,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Aquibatã Energia Eólica S.A.,18,SC,EOLCVSC029052-1-01,-51.748808372999974,-26.581554611999934,Sul
1.7,131.5,80.0,103.0,1666625847000,31344,Caetité A,11,771428.0,8433625.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Eólica Caetité A S.A.,19,BA,EOLCVBA031344-0-01,-42.485578990999954,-14.155444484999975,Nordeste
1.6,121.25,80.0,82.5,1666625847000,30328,Guanambi,GUA_2,757419.0,8428667.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Guanambi Ltda.,20,BA,EOLCVBA030328-3-01,-42.61520855899994,-14.20195820899994,Nordeste
1.79,130.0,80.0,100.0,1666625847000,31559,Verace 26,AGV26-02,287104.0,6273196.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo I S.A.,22,RS,EOLCVRS031559-1-01,-53.29601915999996,-33.65982351699995,Sul
2.0,135.0,80.0,110.0,1666625847000,32523,Delfina VI,3,286379.0,8891034.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Delfina D Eólica S.A.,23,BA,EOLCVBA032523-6-01,-40.948978703999956,-10.026417056999946,Nordeste
1.6,130.0,80.0,100.0,1666625847000,30567,União dos Ventos 6,UV6-07,193653.023,9436209.906,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Canto da Ilha Geradora Eólica S.A,24,RN,EOLCVRN030567-7-01,-35.76283818199994,-5.094696021999937,Nordeste
2.1,124.0,80.0,88.0,1666625847000,28631,Praia Formosa,AEG 14,274097.0,9678317.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),CPFL Energias Renováveis S.A.,25,CE,EOLCVCE028631-1-01,-41.03229992299998,-2.9084921079999617,Nordeste
2.0,126.5,78.0,97.0,1666625847000,30469,REB Cassino I,11,385029.0,6432733.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),EOL Vento Energias Renováveis S.A,26,RS,EOLCVRS030469-7-01,-52.22029784899996,-32.236170182999956,Sul
2.0,126.5,78.0,97.0,1666625847000,30911,São Jorge,SC 03,473072.0,9641222.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica São Jorge S.A.,28,CE,EOLCVCE030911-7-01,-39.24238066699996,-3.245913087999952,Nordeste
2.0,149.38,108.38,82.0,1666625847000,30281,Mangue Seco 3,MS3-07,792927.0,9428121.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Eólica Mangue Seco 3 – Geradora e Comercializadora de Energia Elétrica S.A.,29,RN,EOLCVRN030281-3-01,-36.35780204799994,-5.168302786999959,Nordeste
3.0,178.0,120.0,116.0,1666625847000,30898,Terral,AEG-05,718874.2,9448884.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Usina de Energia Eólica Terral S.A.,30,RN,EOLCVRN030898-6-01,-37.02600759599994,-4.983029482999939,Nordeste
1.67,123.0,80.0,86.0,1666625847000,30339,Miassaba 3,WT05,779050.0,9432700.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Brasventos Miassaba 3 Geradora de Energia S.A,31,RN,EOLCVRN030339-9-01,-36.483042344999944,-5.127445499999965,Nordeste
2.0,126.5,78.0,97.0,1666625847000,30767,Chuí I,UG8,281176.85,6270261.47,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí I S.A.,32,RS,EOLCVRS030767-0-01,-53.36061775799993,-33.68506513799997,Sul
2.0,145.0,95.0,100.0,1666625847000,30515,Renascença I,UG2,181390.213,9411328.003,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energisa Geração - Central Eólica Renascença I S.A.,33,RN,EOLCVRN030515-4-01,-35.87436466799994,-5.3189858359999675,Nordeste
2.0,145.0,95.0,100.0,1666625847000,30516,Renascença II,UG14,178905.597,9412700.574,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energisa Geração - Central Eólica Renascença II S.A.,34,RN,EOLCVRN030516-2-01,-35.89674240599993,-5.30653908499994,Nordeste
2.7,150.0,89.0,122.0,1666625847000,30874,Riachão IV,AEG 8,228791.0,9390217.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Eólica Anemoi Ltda.,35,RN,EOLCVRN030874-9-01,-35.44779591699995,-5.5116910599999756,Nordeste
1.5,123.5,85.0,77.0,1666625847000,29075,Vitória,2,277439.18,9273568.52,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Cardus Energia Ltda.,36,PB,EOLCVPB029075-0-01,-35.01281714399994,-6.567918566999936,Nordeste
2.0,123.0,78.0,90.0,1666625847000,30448,Caetité 3,C3-31,769191.833,8427588.256,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Caetité 3 Energia Renovável S.A.,38,BA,EOLCVBA030448-4-01,-42.505683629999965,-14.210191906999967,Nordeste
1.67,123.0,80.0,86.0,1666625847000,30416,Rei dos Ventos 1,RDV 14,810700.0,9435960.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Brasventos Eolo Geradora de Energia S.A.,39,RN,EOLCVRN030416-6-01,-36.19791496499994,-5.09680184299998,Nordeste
0.8,99.6,75.6,48.0,1666625847000,29086,Coelhos I,14,281977.0,9272712.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Vale dos Ventos Geradora Eólica S.A,6,PB,EOLCVPB029086-6-01,-34.972166641999934,-6.576232240999957,Nordeste
1.5,141.0,100.0,82.0,1666625847000,37209,Casa Nova A,CNA-01,278441.0,8975752.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Companhia Hidro Elétrica do São Francisco - CHESF,104,BA,EOLCVBA037209-9-01,-41.01681339899994,-9.260208549999959,Nordeste
2.35,130.0,80.0,100.0,1666625847000,30789,Tacaicó,AEG7,604542.0,9001496.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Tacaicó Eólica S.A.,89,PE,EOLCVPE030789-0-01,-38.048833068999954,-9.03179881699998,Nordeste
1.5,123.5,85.0,77.0,1666625847000,30369,Quixaba,AEG 12,645742.979608,9494309.07979,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Quixaba S.A,90,CE,EOLCVCE030369-0-01,-37.68620266499994,-4.573841251999966,Nordeste
2.7,150.0,89.0,122.0,1666625847000,30872,Riachão VI,AEG 8,228433.0,9387057.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Eólica Apeliotes Ltda,92,RN,EOLCVRN030872-2-01,-35.45114253899993,-5.540238286999966,Nordeste
2.0,133.0,98.0,70.0,1666625847000,28811,Sangradouro,SG-09,566415.74,6689023.35,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos do Sul Energia S.A.,93,RS,EOLCVRS028811-0-01,-50.31188707399997,-29.92773337699998,Sul
2.0,139.0,98.0,82.0,1666625847000,30351,Eurus VI,EU-VI-03,174833.462134,9420801.25242,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Eurus VI Energias Renováveis Ltda.,95,RN,EOLCVRN030351-8-01,-35.93307020199995,-5.23317426899996,Nordeste
2.7,150.0,89.0,122.0,1666625847000,31424,Vaqueta,VAQ_01,763880.0,8422179.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Vaqueta S.A.,47,BA,EOLCVBA031424-2-01,-42.55434451199994,-14.259564688999944,Nordeste
1.5,100.0,65.0,70.0,1666625847000,28441,Volta do Rio,24,394931.14965056,9683193.25044476,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Central Eólica Volta do Rio S.A.,97,CE,EOLCVCE028441-6-01,-39.94535872999995,-2.8658339409999485,Nordeste
2.0,145.0,100.0,90.0,1666625847000,30745,Verace I,UG10,291765.0,6289037.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Geribatu I S.A.,101,RS,EOLCVRS030745-9-01,-53.242088975999934,-33.51797584899998,Sul
2.7,180.0,119.0,122.0,1666625847000,32010,Estrela,AG ES-06,466885.0,9639017.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Estrela S.A.,102,CE,EOLCVCE032010-2-01,-39.29807565799996,-3.2658465489999458,Nordeste
1.62,130.0,80.0,100.0,1666625847000,30889,Morro dos Ventos II,14,185564.0,9407839.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos II S.A.,103,RN,EOLCVRN030889-7-01,-35.83689410299996,-5.350738794999927,Nordeste
2.0,149.38,108.38,82.0,1666625847000,30284,Mangue Seco 2,MS2-04,796746.0,9427647.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Eólica Mangue Seco 2 – Geradora e Comercializadora de Energia Elétrica S.A.,55,RN,EOLCVRN030284-8-01,-36.32336198099995,-5.172441737999975,Nordeste
2.0,126.5,78.0,97.0,1666625847000,30615,Serra de Santana III,1,775429.0,9333424.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gestamp Eólica Seridó S.A.,56,RN,EOLCVRN030615-0-01,-36.51190346599998,-6.024818068999934,Nordeste
0.8,99.0,75.0,48.0,1666625847000,28174,Beberibe,WEC - 26,602928.1729,9535475.6734,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Eólica Beberibe S.A.,41,CE,EOLCVCE028174-3-01,-38.07291819499994,-4.202438126999937,Nordeste
2.1,153.7,120.0,110.0,1666625847000,30924,Santa Catarina,SC-01,645522.0,9492096.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Energia dos Ventos III S.A.,42,CE,EOLCVCE030924-9-01,-37.68815782499996,-4.593860764999931,Nordeste
1.85,121.25,80.0,82.5,1666625847000,30731,Teiu,TEI-029,758798.0,8414305.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Teiu S.A.,43,BA,EOLCVBA030731-9-01,-42.60066056299996,-14.331175193999968,Nordeste
3.465,150.0,84.0,132.0,1666625847000,35229,Serra do Vento,SEV - 06,277972.0,8916107.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Serra do Vento Energética S.A.,44,BA,EOLCVBA035229-2-01,-41.024256528999956,-9.799324703999957,Nordeste
2.5,148.0,90.0,116.0,1666625847000,33634,Umburanas 17,UMB_17_08,219078.0,8817111.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 14 Ltda.,45,BA,EOLCVBA033634-3-01,-41.568061427999965,-10.690159716999972,Nordeste
2.0,135.0,80.0,110.0,1666625847000,32524,Delfina VII,14,293051.0,8897278.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Delfina E Eólica S.A.,46,BA,EOLCVBA032524-4-01,-40.88780379899998,-9.970325324999976,Nordeste
2.3499999,144.0,98.0,92.0,1666625847000,31519,Casa Nova II,CNII-07,273734.0,8973149.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Companhia Hidroelétrica do São Francisco,63,BA,EOLCVBA031519-2-01,-41.05977879499994,-9.28349359699996,Nordeste
2.7,150.0,89.0,122.0,1666625847000,31509,Pontal 2A,AERO 08,520455.0,6653371.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Enerplan Energia Eólica IV S.A.,50,RS,EOLCVRS031509-5-01,-50.78737903499996,-30.251100726999937,Sul
1.85,121.25,80.0,82.5,1666625847000,30753,Tamanduá Mirim,TAM-53,758357.0,8410114.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Tamanduá Mirim S.A.,51,BA,EOLCVBA030753-0-01,-42.60434392499997,-14.36907707399996,Nordeste
1.68,122.0,80.0,82.5,1666625847000,30490,Da Prata,DPT-02,755016.694944,8455073.894,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas da Prata S.A.,52,BA,EOLCVBA030490-5-01,-42.639501938999956,-13.96321434899994,Nordeste
1.6,130.0,80.0,100.0,1666625847000,30563,União dos Ventos 2,UV2-03,186268.012,9437860.741,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Torres de Pedra Geradora Eólica S.A.,53,RN,EOLCVRN030563-4-01,-35.829331870999965,-5.079507994999972,Nordeste
2.0,149.38,108.38,82.0,1666625847000,30290,Mangue Seco 5,MS5-04,787628.0,9429245.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Eólica Mangue Seco 4 – Geradora e Comercializadora de Energia Elétrica S.A.,54,RN,EOLCVRN030290-2-01,-36.40560682399996,-5.158342234999964,Nordeste
2.1,124.0,80.0,88.0,1666625847000,28770,Enacel,EN-04,636569.12981707,9501681.23550379,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),BVP Geradora de Energia S.A.,122,CE,EOLCVCE028770-9-01,-37.76899987099995,-4.5073097119999375,Nordeste
1.68,121.25,80.0,82.5,1666625847000,30779,Ametista,AEG-07,748639.0,8432641.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Ametista S.A.,123,BA,EOLCVBA030779-3-01,-42.696472462999964,-14.166452652999965,Nordeste
2.7,180.0,119.0,122.0,1666625847000,32013,Santa Mônica I,AG SM 2,468833.0,9639486.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Santa Mônica SPE S.A.,124,CE,EOLCVCE032013-7-01,-39.28054023499993,-3.2616086179999684,Nordeste
0.8,98.85,74.85,48.0,1666625847000,29041,Millennium,04,281936.0,9282022.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),SPE Millennium Central Geradora Eólica S.A.,125,PB,EOLCVPB029041-6-01,-34.97185849599998,-6.4916322479999735,Nordeste
2.7,150.0,89.0,122.0,1666625847000,32091,Angelim,AGL - 08,753204.0,8445501.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Angelim S.A.,126,BA,EOLCVBA032091-9-01,-42.65539310799994,-14.04986183099993,Nordeste
1.8,130.0,80.0,100.0,1666625847000,30501,Cabeço Preto IV,AEG09,171660.0,9396744.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Gestamp Eólica Moxotó S.A,128,RN,EOLCVRN030501-4-01,-35.962711173999935,-5.450377410999977,Nordeste
2.1,150.0,93.0,114.0,1666625847000,31372,Ventos de Santo Dimas,DIM-07,192186.0,9421683.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Ventos de Santo Dimas Energias Renováveis S.A.,130,RN,EOLCVRN031372-6-01,-35.77663941399993,-5.2259200979999605,Nordeste
2.0,126.5,78.0,97.0,1666625847000,31337,Maniçoba,Maniçoba 06,232530.0,8685551.0,Versão Válida,SIRGAS2000,Não,UTM 24 S (MER -39),Enel Green Power Maniçoba Eólica S.A.,132,BA,EOLCVBA031337-8-01,-41.45525464199994,-11.87985877999995,Nordeste
1.6,121.25,80.0,82.5,1666625847000,30322,Planaltina,PLA_17,755007.0,8454593.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Planaltina S.A.,133,BA,EOLCVBA030322-4-01,-42.63995219599997,-13.96795825099997,Nordeste
1.7,130.0,80.0,100.0,1666625847000,31422,Ventos de Santa Brígida VII,BR7-10,747905.0,9021818.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de Santa Brigida VII Energias Renováveis S.A,134,PE,EOLCVPE031422-6-01,-36.74607944099995,-8.842433784999969,Nordeste
2.1,150.0,93.0,114.0,1666625847000,31412,Ventos de São Martinho,7,190910.0,9414434.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Ventos de São Martinho Energias Renováveis S.A.,74,RN,EOLCVRN031412-9-01,-35.78843204999998,-5.291369351999947,Nordeste
2.0,126.5,78.0,97.0,1666625847000,30468,REB Cassino III,9,383393.0,6434740.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),EOL Brisa Energias Renováveis S.A.,75,RS,EOLCVRS030468-9-01,-52.237413507999975,-32.21789943699997,Sul
1.5,123.5,85.0,77.0,1666625847000,30282,Coqueiros,16,391641.0,9682012.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Nova Eólica Coqueiro S.A.,76,CE,EOLCVCE030282-1-01,-39.974968125999965,-2.87649431899996,Nordeste
2.0,126.5,78.0,97.0,1666625847000,30790,Chuí II,UG18,279325.73,6270934.72,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí II S.A.,77,RS,EOLCVRS030790-4-01,-53.38040493799997,-33.67861507199996,Sul
2.1,124.0,80.0,88.0,1666625847000,28649,Canoa Quebrada,V4,644428.29356,9498143.39092,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Rosa dos Ventos Geração e Comercialização de Energia S.A.,79,CE,EOLCVCE028649-4-01,-37.69811419399997,-4.53918389699993,Nordeste
1.5,138.5,100.0,77.0,1666625847000,29069,Amparo,AEG 11,438675.492,7057854.274,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Amparo Energia Eólica S.A.,80,SC,EOLCVSC029069-6-01,-51.615918395999984,-26.59878419699993,Sul
1.65,111.0,70.0,82.0,1666625847000,28730,Gargaú,WTG1,284336.174,7612839.948,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gargaú Energética S.A.,81,RJ,EOLCVRJ028730-0-01,-41.08284536799994,-21.574406546999967,Sudeste
4.2,195.0,120.0,150.0,1666625847000,36979,Vila Piauí III,VPI-III-2,714751.0,9435306.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Vila Piauí 3 Empreendimentos e Participações S.A.,82,RN,EOLCVRN036979-9-01,-37.062815530999956,-5.105904271999975,Nordeste
