POT_MW,ALT_TOTAL,ALT_TORRE,DIAM_ROTOR,DATA_ATUALIZACAO,EOL_VERSAO_ID,NOME_EOL,DEN_AEG,X,Y,VERSAO,DATUM_EMP,OPERACAO,FUSO_AG,PROPRIETARIO,OBJECTID,UF,CEG,LONG,LAT,SETOR
1.85,121.25,80.0,82.5,1666625847000,30751,Inhambu,INH-045,759412.0,8406969.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Inhambu S.A.,239,BA,EOLCVBA030751-3-01,-42.59426323699995,-14.397388884999941,Nordeste
2.0,135.0,80.0,110.0,1666625847000,32357,Delfina I,AEG 11,284801.0,8889143.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Delfina A Eólica S.A.,240,BA,EOLCVBA032357-8-01,-40.96347284199993,-10.043425386999957,Nordeste
2.1,175.0,120.0,110.0,1666625847000,35197,Garrote,GAR-04,685340.0,9475413.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Garrote S.A.,243,CE,EOLCVCE035197-0-01,-37.328944139999976,-4.743971679999959,Nordeste
2.0,135.0,80.0,110.0,1666625847000,32359,Delfina V,AEG 11,291011.0,8893540.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Delfina A Eólica S.A.,245,BA,EOLCVBA032359-4-01,-40.90660252499998,-10.004009381999936,Nordeste
2.0,138.5,90.0,97.0,1666625847000,30827,Porto das Barcas,C-07,192138.0,9685435.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Porto das Barcas Energia S.A.,246,PI,EOLCVPI030827-7-01,-41.76898333299994,-2.8426050549999786,Nordeste
1.6,130.0,80.0,100.0,1666625847000,30570,União dos Ventos 9,6,179935.5,9437125.71,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Ilha dos Ventos Geradora Eólica S.A,233,RN,EOLCVRN030570-7-01,-35.88642146999996,-5.085896152999965,Nordeste
2.1,137.0,80.0,114.0,1666625847000,35266,Zeus II,SP02-03,294385.0,8897430.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Zeus II - Delfina 8 S.A.,306,BA,EOLCVBA035266-7-01,-40.875631614999975,-9.969019883999977,Nordeste
3.15,182.5,120.0,125.0,1666625847000,33005,Ventos de Santa Ângela 01,VSA01-02,218376.0,9056946.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Ventos de Santa Ângela 1 S.A.,325,PI,EOLCVPI033005-1-01,-41.558139532999974,-8.523042558999975,Nordeste
3.0,158.0,100.0,116.0,1666625847000,31485,Itarema I,9,404241.0,9677266.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Itarema I S.A.,326,CE,EOLCVCE031485-4-01,-39.861640352999984,-2.9195185619999506,Nordeste
2.7,150.0,89.0,122.0,1666625847000,30834,Santa Helena,11,175830.0,9397504.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Helena Energias Renováveis S.A.,313,RN,EOLCVRN030834-0-01,-35.925087323999946,-5.443699183999968,Nordeste
1.79,130.0,80.0,100.0,1666625847000,31558,Verace 31,AGV31-04,284388.0,6278488.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo II S.A.,268,RS,EOLCVRS031558-3-01,-53.32400741399994,-33.61158455899994,Sul
1.79,130.0,80.0,100.0,1666625847000,31539,Verace 35,AGV35-05,280500.0,6281644.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo III S.A.,269,RS,EOLCVRS031539-7-01,-53.365107045999935,-33.58234906499996,Sul
2.0,121.5,78.0,87.0,1666625847000,30537,Calango 4,CAL4-6,780489.0,9333036.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Calango 4 Energia Renovável S.A.,271,RN,EOLCVRN030537-5-01,-36.46620757499994,-6.028114104999929,Nordeste
1.6,121.25,80.0,82.5,1666625847000,30341,Rio Verde,RVE_5,758930.0,8433671.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Rio Verde S.A.,272,BA,EOLCVBA030341-0-01,-42.601691932999984,-14.156612605999953,Nordeste
2.0,145.0,100.0,90.0,1666625847000,30791,Minuano II,UG17,275538.18,6266619.9,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí VII S.A.,321,RS,EOLCVRS030791-2-01,-53.422320996999986,-33.71670359099994,Sul
2.1,137.5,90.0,95.0,1666625847000,30309,Faísa V,9,471835.0,9627540.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Faísa V Geração e Comercialização de Energia Ltda.,275,CE,EOLCVCE030309-7-01,-39.25354635799994,-3.3696903329999373,Nordeste
1.6,120.0,80.0,82.0,1666625847000,30302,Morro dos Ventos IX,AG_13_MV9,175175.400229,9411956.98985,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos IX S.A,277,RN,EOLCVRN030302-0-01,-35.93036356199997,-5.313093426999956,Nordeste
2.0,145.0,95.0,100.0,1666625847000,30551,Renascença IV,UG10,177020.282,9414240.04,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energisa Geração - Central Eólica Renascença IV S.A.,280,RN,EOLCVRN030551-0-01,-35.91361350899996,-5.2925458649999655,Nordeste
2.0,125.0,80.0,90.0,1666625847000,30443,Pedra Branca,PB -06,272519.0,8910219.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Pedra Branca S.A,348,BA,EOLCVBA030443-3-01,-41.07428163099996,-9.852244455999937,Nordeste
2.3,139.0,98.0,82.0,1666625847000,28712,Elebrás Cidreira 1,25,577532.6,6671826.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Elebrás Projetos S.A,350,RS,EOLCVRS028712-1-01,-50.17772261799996,-30.081162545999973,Sul
2.0,121.5,78.0,87.0,1666625847000,30519,Calango 2,CAL2-15,780513.0,9334323.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Calango 2 Energia Renovável S.A.,356,RN,EOLCVRN030519-7-01,-36.466044857999975,-6.016481948999967,Nordeste
2.0,175.0,120.0,110.0,1666625847000,30536,Dreen São Bento do Norte,5,168543.0,9440334.9999,Versão Válida,SIRGAS2000,,UTM 25 S (MER -33),GE São Bento do Norte S.A,358,RN,EOLCVRN030536-7-01,-35.98893549299993,-5.0564345029999345,Nordeste
2.35,130.0,80.0,100.0,1666625847000,30806,Pedra do Gerônimo,AEG12,593459.0,8996273.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Pedra do Gerônimo Eólica S.A.,360,PE,EOLCVPE030806-4-01,-38.14955174199997,-9.07928334099995,Nordeste
1.715,131.5,80.0,103.0,1666625847000,31540,Serra das Vacas II,CSV2-07,750972.63,9014514.97,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Serra das Vacas II S.A.,299,PE,EOLCVPE031540-0-01,-36.71779596899995,-8.908269255999926,Nordeste
2.7,150.0,89.0,122.0,1666625847000,30840,Corredor do Senandes IV,S4-08,372717.0,6415083.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),NCER Eólica Corredor do Senandes IV Ltda.,300,RS,EOLCVRS030840-4-01,-52.353312459999984,-32.39402351299998,Sul
2.1,175.0,120.0,110.0,1666625847000,33644,São Miguel I,SM I 10,169622.0,9428854.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Geradora Eólica São Miguel I S.A,302,RN,EOLCVRN033644-0-01,-35.97969385499994,-5.160201898999958,Nordeste
2.5,148.0,90.0,116.0,1666625847000,31754,Umburanas 15,UMB_15_05,225312.0,8821890.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 11 Ltda.,303,BA,EOLCVBA031754-3-01,-41.51075700399997,-10.647442675999969,Nordeste
2.1,175.0,120.0,110.0,1666625847000,33643,São Bento do Norte III,SBN III 10,163798.9,9435097.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Geradora Eólica São Bento do Norte III S.A.,354,RN,EOLCVRN033643-2-01,-36.02906906399994,-5.105176607999965,Nordeste
1.68,122.0,80.0,82.5,1666625847000,30776,Pilões,PIL-14,756100.693696,8447321.88519,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Pilões S.A.,309,BA,EOLCVBA030776-9-01,-42.62875595199995,-14.033150022999962,Nordeste
3.0,182.5,120.0,125.0,1666625847000,31815,Itarema VI,8,402541.0,9674042.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Itarema VI S.A.,311,CE,EOLCVCE031815-9-01,-39.87695850099993,-2.9486710099999414,Nordeste
2.0,139.0,98.0,82.0,1666625847000,30307,Santa Clara IV,SC-IV-03,176849.38,9418792.49,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Clara IV Energias Renováveis Ltda.,297,RN,EOLCVRN030307-0-01,-35.91498637199993,-5.251407852999932,Nordeste
4.2,195.0,120.0,150.0,1666625847000,38143,Vila Sergipe II,VSE-II-8,714909.3209,9427047.2903,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Vila Sergipe 2 Empreendimentos e Participações S.A.,382,RN,EOLCVRN038143-8-01,-37.06116193899993,-5.180570018999958,Nordeste
2.35,153.5,99.5,108.0,1666625847000,30788,Modelo II,AEG7,177272.0,9399953.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Enel Green Power Modelo II Eólica S.A.,371,RN,EOLCVRN030788-2-01,-35.911980778999975,-5.42163611899997,Nordeste
1.6,121.25,80.0,82.5,1666625847000,30508,Asa Branca VIII,AB-VIII_14,168910.0,9413224.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Asa Branca VIII Energias Renováveis Ltda,388,RN,EOLCVRN030508-1-01,-35.98677946899994,-5.301376154999957,Nordeste
2.35,130.0,80.0,100.0,1666625847000,30805,Pau Ferro,UG3,596094.0,8997291.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Pau Ferro Eólica S.A.,392,PE,EOLCVPE030805-6-01,-38.12559823999993,-9.070019945999945,Nordeste
3.0,182.5,120.0,125.0,1666625847000,33619,Aura Lagoa do Barro 3,ALB-3-07,218609.0,9045384.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Lagoa do Barro III Energias Renováveis S.A.,377,PI,EOLCVPI033619-0-01,-41.556723310999985,-8.627533433999929,Nordeste
2.1,124.0,80.0,88.0,1666625847000,28706,Paracuru,AEG 10,504255.0,9619548.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Eólica Paracuru Geração e Comercialização de Energia S.A.,378,CE,EOLCVCE028706-7-01,-38.96169288799996,-3.44201441499996,Nordeste
2.3,154.0,108.0,92.0,1666625847000,30734,Índios 2,DI2-10,563684.248714,6678183.992101,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos dos Índios Energia S.A.,333,RS,EOLCVRS030734-3-01,-50.339585314999965,-30.025565867999944,Sul
1.7,130.0,80.0,100.0,1666625847000,31537,Serra das Vacas I,CSV1-03,748118.0,9014498.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Serra das Vacas I S.A.,334,PE,EOLCVPE031537-0-01,-36.74373954899994,-8.908580987999926,Nordeste
2.5,148.0,90.0,116.0,1666625847000,31741,Umburanas 03,UMB_03_07,226798.0,8822446.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 3 S.A.,340,BA,EOLCVBA031741-1-01,-41.497142433999954,-10.642527386999973,Nordeste
2.0,126.5,78.0,97.0,1666625847000,30754,Chuí IV,UG42,279075.36,6269241.85,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí IV S.A.,344,RS,EOLCVRS030754-8-01,-53.38352489799996,-33.69381841999996,Sul
2.0,123.0,78.0,90.0,1666625847000,30437,Caetité 2,C2-26,768962.93,8429668.686,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Caetité 2 Energia Renovável S.A.,329,BA,EOLCVBA030437-9-01,-42.508008882999945,-14.19142097699995,Nordeste
2.0,139.0,98.0,82.0,1666625847000,30378,Santa Clara V,SC-V-08,175402.13,9416612.17,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Clara V Energias Renováveis Ltda.,414,RN,EOLCVRN030378-0-01,-35.92812196699998,-5.271045219999962,Nordeste
2.308,130.5,80.0,101.0,1666625847000,30663,Guajirú,UG5,475774.86,9638642.85,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Guajirú S.A.,415,CE,EOLCVCE030663-0-01,-39.21805722299996,-3.2692521229999443,Nordeste
1.65,111.0,70.0,82.0,1666625847000,28481,Pirauá,PIR-01,224623.0,9171156.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Eólica Pirauá Geradora de Energia S.A.,402,PE,EOLCVPE028481-5-01,-35.49513887799998,-7.491308357999969,Nordeste
2.1,175.0,120.0,110.0,1666625847000,32354,Esperança do Nordeste,ES02,172270.0,9438045.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Usina de Energia Eólica Esperança do Nordeste S.A.,403,RN,EOLCVRN032354-3-01,-35.95545150899994,-5.077277577999951,Nordeste
2.0,149.38,108.0,82.0,1666625847000,30350,Cerro Chato III,AEG 5,625846.7435,6591080.6355,Versão Válida,SIRGAS2000,Sim,UTM 21 S (MER -57),Eletrosul Centrais Elétricas S.A.,420,RS,EOLCVRS030350-0-01,-55.684456171999955,-30.806809080999983,Sul
2.1,143.7,96.2,95.0,1666625847000,30295,Colônia,AEG-05,513367.0,9609348.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Geradora Eólica Colônia S.A.,409,CE,EOLCVCE030295-3-01,-38.879646858999934,-3.534298379999939,Nordeste
1.6,121.25,80.0,82.5,1666625847000,30507,Asa Branca V,AB-V05,831012.37184185,9404158.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Asa Branca V Energias Renováveis S.A.,410,RN,EOLCVRN030507-3-01,-36.013523917999976,-5.383149944999957,Nordeste
2.1,137.5,90.0,95.0,1666625847000,30331,Faísa II,11,472071.0,9630738.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Faísa II Geração e Comercialização de Energia Ltda.,411,CE,EOLCVCE030331-3-01,-39.251414463999936,-3.340758851999965,Nordeste
1.6,121.25,80.0,82.5,1666625847000,30318,Nossa Senhora da Conceição,NSC_11,751244.0,8462347.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Nossa Senhora Conceição S.A.,364,BA,EOLCVBA030318-6-01,-42.675464905999945,-13.898239795999928,Nordeste
2.0,139.0,98.0,82.0,1666625847000,30308,Santa Clara II,SC-II-08,177866.21,9418353.16,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Clara II Energias Renováveis Ltda.,365,RN,EOLCVRN030308-9-01,-35.90584048499994,-5.255419836999977,Nordeste
2.0,126.5,78.0,97.0,1666625847000,30477,REB Cassino II,9,384788.0,6434037.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),EOL Wind Energias Renováveis S.A,366,RS,EOLCVRS030477-8-01,-52.222697797999956,-32.224384129999976,Sul
2.42,130.0,80.0,100.0,1666625847000,30456,São Pedro do Lago,SPL-06,269948.0,8907846.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),São Pedro do Lago S.A.,367,BA,EOLCVBA030456-5-01,-41.09785016899997,-9.873548100999926,Nordeste
1.5,138.5,100.0,77.0,1666625847000,29055,Rio do Ouro,AEG 13,635670.93,6851722.2035,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Rio de Ouro Energia Eólica S.A.,368,SC,EOLCVSC029055-6-01,-49.61436711399995,-28.454001106999954,Sul
1.6,121.0,80.0,82.0,1666625847000,30310,Morro dos Ventos III,AG_15_MV3,181913.09,9404558.09,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos III S.A,418,RN,EOLCVRN030310-0-01,-35.86994403299997,-5.3802287869999645,Nordeste
2.0,121.5,78.0,87.0,1666625847000,30299,Dunas de Paracuru,5,501238.0,9621425.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos Brasil Geração e Comercialização de Energia Elétrica S.A.,419,CE,EOLCVCE030299-6-01,-38.98885463199997,-3.4250457789999587,Nordeste
2.1,147.5,96.2,95.0,1666625847000,30372,Icaraí I,AEG-03,433436.32108644,9657907.35772756,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Geradora Eólica Icaraí I S.A.,375,CE,EOLCVCE030372-0-01,-39.59904791099996,-3.09481926899997,Nordeste
3.0,162.5,100.0,125.0,1666625847000,31817,Itarema VIII,ITA-VIII-07,400383.0,9668736.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Itarema VIII S.A.,363,CE,EOLCVCE031817-5-01,-39.896413837999944,-2.996653303999949,Nordeste
1.6,130.0,80.0,100.0,1666625847000,30568,União dos Ventos 7,UV7-02,194542.124,9436353.064,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Campina Potiguar Geradora Eólica S.A,445,RN,EOLCVRN030568-5-01,-35.754820450999944,-5.093436819999965,Nordeste
2.7,150.0,89.0,122.0,1666625847000,30819,Corredor do Senandes III,S3-08,372188.0,6412660.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),NCER Eólica Corredor do Senandes III S.A.,448,RS,EOLCVRS030819-6-01,-52.35926310199994,-32.415815287999976,Sul
1.615,124.0,80.0,88.0,1666625847000,28652,Lagoa do Mato,AEG1,651032.3224,9492389.364,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Rosa dos Ventos Geração e Comercialização de Energia S.A.,433,CE,EOLCVCE028652-4-01,-37.63849806299993,-4.591114396999956,Nordeste
1.65,111.0,70.0,82.0,1666625847000,28444,Alegria I,AEG I-07,791082.0,9435777.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),New Energy Options Geração de Energia S.A.,436,RN,EOLCVRN028444-0-01,-36.37527557799996,-5.09954984999996,Nordeste
2.308,130.5,80.0,101.0,1666625847000,30670,Fleixeiras I,UG4,459273.0,9646557.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Fleixeiras I S.A.,442,CE,EOLCVCE030670-3-01,-39.366567670999984,-3.1976106319999644,Nordeste
2.0,149.38,108.0,82.0,1666625847000,30348,Cerro Chato I,AEG 8,620569.0014,6588994.4521,Versão Válida,SIRGAS2000,Sim,UTM 21 S (MER -57),Eletrosul Centrais Elétricas S.A.,398,RS,EOLCVRS030348-8-01,-55.73935136899996,-30.82617539499995,Sul
2.1,175.0,120.0,110.0,1666625847000,31611,Bons Ventos Cacimbas 7,8,273431.0,9570901.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Geradora Eólica Bons Ventos da Serra 2 S.A.,399,CE,EOLCVCE031611-3-01,-41.04033360899996,-3.879663482999945,Nordeste
1.5,138.5,100.0,77.0,1666625847000,29070,Cruz Alta,AEG 10,427192.0232,7053451.7906,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Cruz Alta Energia Eólica S.A.,400,SC,EOLCVSC029070-0-01,-51.731499189999965,-26.637985379999975,Sul
1.67,123.0,80.0,86.0,1666625847000,30417,Rei dos Ventos 3,RDV 60,815049.9813,9433010.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Rei dos Ventos 3 Geradora de Energia S.A.,393,RN,EOLCVRN030417-4-01,-36.15859902699998,-5.123284165999962,Nordeste
2.7,150.0,89.0,122.0,1666625847000,30870,Riachão I,AEG 1,235722.0,9389232.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Eólica Acari Ltda.,477,RN,EOLCVRN030870-6-01,-35.38531297299994,-5.520847999999944,Nordeste
2.1,175.0,120.0,110.0,1666625847000,33642,São Bento do Norte II,SBN II 08,175375.0,9430405.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Geradora Eólica São Bento do Norte II S.A.,468,RN,EOLCVRN033642-4-01,-35.92778931899994,-5.146430307999935,Nordeste
2.0,130.0,80.0,100.0,1666625847000,30499,Eurus II,12,185580.0,9402237.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Eurus II Energias Renováveis S.A.,486,RN,EOLCVRN030499-9-01,-35.83698434099995,-5.401355528999943,Nordeste
2.0,126.5,78.0,97.0,1666625847000,30916,Santo Antônio de Pádua,SAP 03,474901.0,9637462.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Santo Antonio de Pádua S.A.,487,CE,EOLCVCE030916-8-01,-39.22592540499994,-3.2799334429999476,Nordeste
1.7,131.5,80.0,103.0,1666625847000,31342,Caetité B,CAB-12,772407.0,8435453.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Eólica Caetité B S.A.,432,BA,EOLCVBA031342-4-01,-42.47669835999994,-14.13883689599993,Nordeste
2.0,175.0,120.0,110.0,1666625847000,30549,Dreen Olho D Água,4,170586.00004722,9441116.99996345,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),GE Olho D'Água S.A,481,RN,EOLCVRN030549-9-01,-35.970497199999954,-5.049454302999948,Nordeste
2.0,138.5,90.0,97.0,1666625847000,30838,Delta do Parnaíba,13,197111.0,9686859.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Porto do Parnaíba Energia S.A.,482,PI,EOLCVPI030838-2-01,-41.724259160999964,-2.829843576999963,Nordeste
1.79,130.0,80.0,100.0,1666625847000,31601,Verace 34,AGV34-06,281038.0,6284189.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo III S.A.,484,RS,EOLCVRS031601-6-01,-53.35869026599994,-33.55952446099997,Sul
2.0,121.5,78.0,87.0,1666625847000,30552,Calango 5,CAL5-4,777458.999,9332468.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Calango 5 Energia Renovável S.A.,437,RN,EOLCVRN030552-9-01,-36.493537586999935,-6.033374032999973,Nordeste
2.7,150.0,89.0,122.0,1666625847000,30695,Ribeirão,R-04,425449.0,9657346.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Ribeirão Ltda,440,CE,EOLCVCE030695-9-01,-39.67093083399993,-3.0998543139999697,Nordeste
1.6,121.25,80.0,82.5,1666625847000,30121,Aratuá I,AG02,796428.0,9435991.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Brasventos Aratuá 1 Geradora de Energia S.A.,426,RN,EOLCVRN030121-3-01,-36.32653280899996,-5.097069615999942,Nordeste
3.0,125.0,80.0,90.0,1666625847000,30608,Pedra do Reino III,PR3-03,293725.0,8949131.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gestamp Eolicatec Sobradinho S.A.,428,BA,EOLCVBA030608-8-01,-40.87903455399993,-9.501618562999965,Nordeste
0.5,64.15,44.0,40.3,1666625847000,27908,de Palmas,UG4,430552.0,7060128.0,Versão Válida,SAD69,Sim,UTM 22 S (MER -51),Copel Geração e Transmissão S.A,511,PR,EOLCVPR027908-0-01,-51.69788133299994,-26.57827263799993,Sul
1.79,130.0,80.0,100.0,1666625847000,31602,Verace 30,AGV30-03,281878.0,6278214.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo II S.A.,498,RS,EOLCVRS031602-4-01,-53.351109141999984,-33.613542681999945,Sul
2.7,150.0,89.0,122.0,1666625847000,33630,Campo Largo V,AEG4,233739.0,8845985.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CLWP Eólica Parque V S.A.,520,BA,EOLCVBA033630-0-01,-41.432069911999974,-10.43032601599998,Nordeste
1.6,130.0,80.0,100.0,1666625847000,30571,União dos Ventos 10,UV10-01,179253.0,9434730.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Pontal do Nordeste Geradora Eólica S.A.,508,RN,EOLCVRN030571-5-01,-35.89265752299997,-5.107496243999947,Nordeste
2.308,130.5,80.0,101.0,1666625847000,30662,Trairí,UG2,467756.22,9643704.53,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Trairí S.A.,509,CE,EOLCVCE030662-2-01,-39.290221566999946,-3.2234412059999613,Nordeste
2.1,175.0,120.0,110.0,1666625847000,31621,Bons Ventos Cacimbas 4,5,274841.0,9565539.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Geradora Eólica Bons Ventos da Serra 2 S.A.,462,CE,EOLCVCE031621-0-01,-41.02775778999995,-3.9281729769999743,Nordeste
2.3,130.5,80.0,101.0,1666625847000,30671,Pedra Preta,PEP-01,183774.0,9399410.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),SPE Pedra Preta Energia S.A.,464,RN,EOLCVRN030671-1-01,-35.85338593899996,-5.426821744999927,Nordeste
