POT_MW,ALT_TOTAL,ALT_TORRE,DIAM_ROTOR,DATA_ATUALIZACAO,EOL_VERSAO_ID,NOME_EOL,DEN_AEG,X,Y,VERSAO,DATUM_EMP,OPERACAO,FUSO_AG,PROPRIETARIO,OBJECTID,UF,CEG,LONG,LAT,SETOR
2.0,135.0,80.0,110.0,1666625847000,32358,Delfina II,AEG 5,285925.0,8890537.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Delfina A Eólica S.A.,457,BA,EOLCVBA032358-6-01,-40.95314604499998,-10.03088523599996,Nordeste
2.3,130.5,80.0,101.0,1666625847000,30727,Cristal,AEG1,238453.0,8692553.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Cristalandia I Eólica S.A.,460,BA,EOLCVBA030727-0-01,-41.40036500799994,-11.81705939099993,Nordeste
2.7,150.0,89.0,122.0,1666625847000,31404,Angico,AGC - 02,748187.0,8462877.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Angico S.A.,552,BA,EOLCVBA031404-8-01,-42.703379635999966,-13.893320843999959,Nordeste
2.3,122.0,80.0,84.0,1666625847000,30725,São Judas,AEG02,243399.0,8711984.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power São Judas Eólica S.A.,537,BA,EOLCVBA030725-4-01,-41.35351066399994,-11.641863254999976,Nordeste
2.7,148.0,90.0,116.0,1666625847000,40574,Delta 8 I,D7-III-04,769856.0,9701617.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Delta 8 I Energia S.A.,538,MA,EOLCVMA040574-4-01,-42.57292867499996,-2.6971101899999326,Nordeste
1.79,130.0,80.0,100.0,1666625847000,31557,Verace 29,AGV29-01,279874.0,6279009.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo II S.A.,541,RS,EOLCVRS031557-5-01,-53.37249752699995,-33.60596598799998,Sul
2.0,135.0,80.0,110.0,1666625847000,32083,Cristalândia III,AEG 1,226361.4675,8449756.977,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Cristalandia II Eólica S.A.,491,BA,EOLCVBA032083-8-01,-41.53327685099998,-14.009508367999956,Nordeste
1.5,123.5,85.0,77.0,1666625847000,29065,Campo Belo,UG 6,425395.0,7054549.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Campo Belo Energia Eólica S.A.,561,SC,EOLCVSC029065-3-01,-51.75023333599995,-26.628385262999927,Sul
1.67,123.0,80.0,86.0,1666625847000,30283,Macaúbas,MA 18,790522.0,8632465.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Macaúbas Energética S.A.,566,BA,EOLCVBA030283-0-01,-42.32852295699996,-12.357490477999931,Nordeste
2.7,150.0,89.0,122.0,1666625847000,34613,Campo Largo I,CLI-11,225195.0,8839623.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CLWP Eólica Parque I Ltda.,584,BA,EOLCVBA034613-6-01,-41.510523270999954,-10.48720726099998,Nordeste
2.7,150.0,89.0,122.0,1666625847000,34633,Campo Largo II,CLII-3,231077.0,8836486.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CLWP Eólica Parque II S.A.,574,BA,EOLCVBA034633-0-01,-41.45704596599995,-10.51597259099998,Nordeste
2.0,145.0,95.0,100.0,1666625847000,30502,Farol,FA01,830854.0,9436956.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),GE Farol S.A.,575,RN,EOLCVRN030502-2-01,-36.01635683799998,-5.086986313999944,Nordeste
3.465,150.0,84.0,132.0,1666625847000,35240,Ventos de Arapuá 1,ARP1-04,726856.0,9219344.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de Arapuá 1 Energia Renovável S.A.,528,PB,EOLCVPB035240-3-01,-36.946269246999975,-7.057961040999942,Nordeste
2.7,150.0,89.0,122.0,1666625847000,34643,Campo Largo XVIII,AEG5,227108.0,8845935.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CLWP Eólica Parque XVIII S.A.,578,BA,EOLCVBA034643-8-01,-41.49260288499994,-10.430311342999971,Nordeste
3.0,125.0,75.0,100.0,1666625847000,31408,Jacarandá do Cerrado,JCE - 01,760544.0,8389378.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Jacarandá do Cerrado S.A.,579,BA,EOLCVBA031408-0-01,-42.58205093799995,-14.556190911999977,Nordeste
3.0,178.0,120.0,116.0,1666625847000,30897,Carcará II,AEG-04,721269.4,9452135.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Usina de Energia Eólica Carcará II S.A.,583,RN,EOLCVRN030897-8-01,-37.00450290799995,-4.953571649999958,Nordeste
1.79,130.0,80.0,100.0,1666625847000,31541,Verace 25,AGV25-02,284281.0,6275084.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo I S.A.,522,RS,EOLCVRS031541-9-01,-53.324247999999955,-33.64579799999996,Sul
2.7,150.0,89.0,122.0,1666625847000,30828,Ventos de Santo Uriel,SU_02,178816.0,9392878.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Ventos de Santo Uriel S.A,526,RN,EOLCVRN030828-5-01,-35.898368250999965,-5.485624535999932,Nordeste
2.1,143.7,96.2,95.0,1666625847000,30373,Taíba Andorinha,AEG-07,511212.86,9610245.79,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Geradora Eólica Taíba Andorinha S.A,594,CE,EOLCVCE030373-9-01,-38.89904307499995,-3.526178398999946,Nordeste
2.1,153.7,120.0,110.0,1666625847000,30918,Ubatuba,UB-06,654206.0,9484447.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Energia dos Ventos II S.A.,597,CE,EOLCVCE030918-4-01,-37.609753989999945,-4.662890291999929,Nordeste
2.0,133.0,98.0,70.0,1666625847000,28864,Índios,IN-06,568296.3141,6680699.509,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos do Sul Energia S.A.,599,RS,EOLCVRS028864-0-01,-50.29190445499995,-30.002564984999935,Sul
2.7,150.0,89.0,122.0,1666625847000,30697,Boca do Córrego,BC-09,427075.1,9658000.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Elétrica Palmas Ltda.,600,CE,EOLCVCE030697-5-01,-39.65629355999994,-3.093947147999927,Nordeste
2.1,124.0,80.0,88.0,1666625847000,30289,Icaraí,AEG 7,429538.567,9665711.963,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Icaraí Geração e Comercialização de Energia S.A,601,CE,EOLCVCE030289-9-01,-39.63406713699993,-3.024187961999928,Nordeste
2.7,150.0,89.0,122.0,1666625847000,34637,Campo Largo XVI,CLXVI-05,228675.0,8843561.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CLWP Eólica Parque XVI Ltda.,603,BA,EOLCVBA034637-3-01,-41.47846915499997,-10.451873639999974,Nordeste
2.7,150.0,89.0,122.0,1666625847000,31418,Acácia,ACA - 05,748717.0,8460674.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Acácia S.A.,606,BA,EOLCVBA031418-8-01,-42.698281263999945,-13.913178194999944,Nordeste
1.6,121.25,80.0,82.5,1666625847000,30342,Guirapá,GUI_7,754469.0,8426847.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Guirapá Ltda.,560,BA,EOLCVBA030342-9-01,-42.642355950999956,-14.218671127999926,Nordeste
1.516,123.5,85.0,77.0,1666625847000,28724,Praias de Parajuru,AE-03,623408.31658262,9517748.48099899,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Central Eólica Praia de Parajuru S.A.,615,CE,EOLCVCE028724-5-01,-37.887829644999954,-4.362171935999925,Nordeste
1.6,121.0,80.0,82.0,1666625847000,30504,Eurus III,17,180404.0,9402677.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),DESA Eurus III S.A.,555,RN,EOLCVRN030504-9-01,-35.88362841899993,-5.397160190999955,Nordeste
2.1,150.0,93.0,114.0,1666625847000,31427,Santa Mônica,MON-01,189559.0,9415705.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Mônica Enerqias Renováveis S.A.,514,RN,EOLCVRN031427-7-01,-35.80055853299996,-5.279830067999967,Nordeste
1.5,138.5,100.0,77.0,1666625847000,29056,Salto,AEG 13,419919.367,7058518.84,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Salto Energia Eólica S.A.,644,SC,EOLCVSC029056-4-01,-51.79154512799994,-26.609575280999934,Sul
0.6,65.0,45.0,40.0,1666625847000,28491,Eólica de Bom Jardim,1,640873.894,6859055.282,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Parque Eólico de Santa Catarina Ltda,645,SC,EOLCVSC028491-2-01,-49.561294862999944,-28.386884989999942,Sul
3.465,186.0,120.0,132.0,1666625847000,37076,São Fernando 3,SF3-05,826829.0378,9427720.2224,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de São Fernando III Energia S.A.,657,RN,EOLCVRN037076-2-01,-36.05223821599998,-5.170594347999952,Nordeste
2.70000005,150.0,89.0,122.0,1666625847000,30505,Asa Branca I,I-03,186458.0,9420610.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Nova Asa Branca I Energias Renováveis S.A.,679,RN,EOLCVRN030505-7-01,-35.82831024999996,-5.235384392999947,Nordeste
2.0,149.38,108.38,82.0,1666625847000,30285,Mangue Seco 1,MS1-13,798775.0,9427269.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Mangue Seco 1 – Geradora e Comercializadora de Energia Elétrica S.A.,692,RN,EOLCVRN030285-6-01,-36.305435615999954,-5.1762059069999395,Nordeste
1.6,121.25,80.0,82.5,1666625847000,30316,Candiba,CAN_4,756442.0,8430802.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Candiba Ltda.,701,BA,EOLCVBA030316-0-01,-42.62445684299996,-14.18276050299994,Nordeste
2.7,150.0,89.0,122.0,1666625847000,30901,Pontal 3B,6,522638.0,6651506.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Enerplan Energia Eólica III S.A.,707,RS,EOLCVRS030901-0-01,-50.76464770999996,-30.267892022999945,Sul
1.6,121.25,80.0,82.5,1666625847000,30320,Alvorada,ALV_4,760329.0,8430179.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Alvorada Ltda.,730,BA,EOLCVBA030320-8-01,-42.58840639699997,-14.188028957999961,Nordeste
3.0,178.0,120.0,116.0,1666625847000,30480,Atlântica V,V-09,566123.0,6646418.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Atlântica V Parque Eólico S.A.,732,RS,EOLCVRS030480-8-01,-50.31226105799993,-30.312211152999964,Sul
3.465,150.0,84.0,132.0,1666625847000,34644,Chafariz 4,CHA4-06,730792.0,9220732.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Chafariz 4 Energia Renovável S.A.,734,PB,EOLCVPB034644-6-01,-36.910714979999966,-7.045252963999928,Nordeste
1.8,124.0,80.0,88.0,1666625847000,28858,Taíba Albatroz,4,509132.975654,9612007.92823,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),BVP Geradora de Energia S.A.,721,CE,EOLCVCE028858-6-01,-38.918118807999974,-3.510603569999944,Nordeste
2.5,148.0,90.0,116.0,1666625847000,31832,Umburanas 08,UMB_08_05,217271.0,8815420.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 6 S.A.,739,BA,EOLCVBA031832-9-01,-41.58469802199994,-10.705301506999945,Nordeste
1.8,130.0,80.0,100.0,1666625847000,30333,Cabeço Preto,AEG06,172982.29,9399119.06,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Gestamp Eólica Baixa Verde S.A,686,RN,EOLCVRN030333-0-01,-35.95101744699997,-5.429374361999976,Nordeste
0.8,99.6,75.6,48.0,1666625847000,29084,Camurim,27,282260.0,9273804.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Vale dos Ventos Geradora Eólica S.A,758,PB,EOLCVPB029084-0-01,-34.969569468999964,-6.566369806999944,Nordeste
1.6,121.25,80.0,82.5,1666625847000,30314,Serra do Salto,SSA_7,754916.0,8433368.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Serra dos Saltos S.A.,760,BA,EOLCVBA030314-3-01,-42.638826663999964,-14.159718532999932,Nordeste
2.7,150.0,89.0,122.0,1666625847000,30871,Riachão II,AEG 1,228387.0,9385484.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Eólica Albuquerque Ltda,763,RN,EOLCVRN030871-4-01,-35.45161619999993,-5.55445354699998,Nordeste
2.3,139.0,98.0,82.0,1666625847000,30660,Juremas,JUR-02,184794.0,9403740.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),SPE Juremas Energia S.A.,765,RN,EOLCVRN030660-6-01,-35.844007157999954,-5.3877423119999435,Nordeste
2.3,139.0,98.0,82.0,1666625847000,30343,Fazenda Rosário,4,558572.0,6631141.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Parques Eólicos Palmares S.A.,766,RS,EOLCVRS030343-7-01,-50.38993865899994,-30.450453513999946,Sul
3.0,125.0,80.0,90.0,1666625847000,30288,Pedra do Reino,PR1-07,293094.0,8947588.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Pedra do Reino S.A.,767,BA,EOLCVBA030288-0-01,-40.88523158899994,-9.51595515699995,Nordeste
1.6,121.25,80.0,82.5,1666625847000,30520,Asa Branca VI,AB-VI09,831921.80933255,9406246.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Asa Branca VI Energias Renováveis Ltda.,770,RN,EOLCVRN030520-0-01,-36.00541814099995,-5.3643265839999685,Nordeste
2.0,138.5,90.0,97.0,1666625847000,31121,Dois Riachos,Dois Riachos 09,230931.0,8689990.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Dois Riachos Eólica S.A.,719,BA,EOLCVBA031121-9-01,-41.469562295999935,-11.839624399999934,Nordeste
2.0,139.0,98.0,82.0,1666625847000,30304,Santa Clara VI,SC-VI-15,177213.46,9421057.13,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Clara VI Energias Renováveis Ltda.,795,RN,EOLCVRN030304-6-01,-35.911610278999945,-5.23096256599996,Nordeste
1.715,131.5,80.0,103.0,1666625847000,31574,Serra das Vacas IV,CSV4-03,749622.0,9014447.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Serra das Vacas IV S.A.,785,PE,EOLCVPE031574-5-01,-36.73006743499997,-8.908958736999978,Nordeste
2.5,148.0,90.0,116.0,1666625847000,31738,Umburanas 01,UMB_01_09,224387.0,8820297.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 1 S.A.,804,BA,EOLCVBA031738-1-01,-41.51932458099998,-10.661768259999974,Nordeste
2.0999999,137.0,80.0,114.0,1666625847000,34717,Ventos de Santa Emília,BA-05-06,256092.999993,8781391.000042,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Babilônia V S.A.,807,BA,EOLCVBA034717-5-01,-41.23227423299994,-11.015567920999956,Nordeste
4.2,200.0,125.0,150.0,1666625847000,40884,Serrote VII,SVII-4,463917.0,9632248.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Serrote Geração de Energia Elétrica S.A.,808,CE,EOLCVCE040884-0-01,-39.324810886999956,-3.3270764769999346,Nordeste
2.1,124.0,80.0,88.0,1666625847000,28630,Foz do Rio Choró,AEG 10,593523.0,9544401.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),SIIF Cinco Geração e Comercialização de Energia S.A.,829,CE,EOLCVCE028630-3-01,-38.15773925299993,-4.121811266999941,Nordeste
2.1,137.5,90.0,95.0,1666625847000,30329,Faísa IV,4,471756.0,9633359.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Faísa IV Geração e Comercialização de Energia Ltda.,835,CE,EOLCVCE030329-1-01,-39.25424396899996,-3.3170461479999744,Nordeste
0.8,99.6,75.6,48.0,1666625847000,29089,Caravela,11,282490.0,9273538.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Vale dos Ventos Geradora Eólica S.A,840,PB,EOLCVPB029089-0-01,-34.96749960599993,-6.5687828359999685,Nordeste
1.6,123.0,80.0,86.0,1666625847000,30305,Novo Horizonte,NH 17,788236.0,8636556.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Novo Horizonte Energética S.A,856,BA,EOLCVBA030305-4-01,-42.34989971699997,-12.32074010499997,Nordeste
2.0,126.5,78.0,97.0,1666625847000,33756,Cataventos Acaraú I,CAI-08,381394.0,9685235.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Cataventos Acaraú – Geração de Energias Renováveis S.A.,885,CE,EOLCVCE033756-0-01,-40.06712900599996,-2.8472577459999684,Nordeste
0.8,98.0,74.0,48.0,1666625847000,29083,Presidente,36,281521.0,9272680.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Vale dos Ventos Geradora Eólica S.A.,903,PB,EOLCVPB029083-1-01,-34.97629024099996,-6.576505256999951,Nordeste
2.1,175.0,120.0,110.0,1666625847000,33645,São Miguel II,SM II 10,167591.0,9429511.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Geradora Eólica São Miguel II S.A,920,RN,EOLCVRN033645-9-01,-35.99796675199997,-5.154180317999931,Nordeste
2.0,130.0,80.0,100.0,1666625847000,30455,Sete Gamelerias,SG-03,267619.0,8907788.0000016,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Sete Gameleiras S.A.,72,BA,EOLCVBA030455-7-01,-41.11908175499997,-9.873939434999954,Nordeste
2.35,153.5,99.5,108.0,1666625847000,30807,Emiliana,6,756289.0,8459163.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Enel Green Power Emiliana Eólica S.A.,57,BA,EOLCVBA030807-2-01,-42.62810989199994,-13.926157749999959,Nordeste
0.8,99.6,75.6,48.0,1666625847000,29092,Mataraca,48,280999.0,9271472.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Vale dos Ventos Geradora Eólica S.A,59,PB,EOLCVPB029092-0-01,-34.981052516999966,-6.587407751999933,Nordeste
2.5,148.0,90.0,116.0,1666625847000,33637,Umburanas 23,UMB_23_04,214232.0,8823121.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 18 Ltda.,944,BA,EOLCVBA033637-8-01,-41.61186629799994,-10.635493476999955,Nordeste
0.8,99.6,75.6,48.0,1666625847000,29090,Coelhos II,31,282064.0,9273079.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Vale dos Ventos Geradora Eólica S.A,67,PB,EOLCVPB029090-4-01,-34.971367089999944,-6.572917383999936,Nordeste
2.7,150.0,89.0,122.0,1666625847000,30873,Riachão VII,AEG 4,227188.0,9385542.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Eólica Arena Ltda.,69,RN,EOLCVRN030873-0-01,-35.462429605999944,-5.553884331999939,Nordeste
3.465,186.0,120.0,132.0,1666625847000,36981,Ventos de Vila Paraíba I,VPB III-03,724261.0,9433205.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de Vila Paraíba I SPE S.A.,941,RN,EOLCVRN036981-0-01,-36.977005292999934,-5.124634690999926,Nordeste
2.3,139.0,98.0,82.0,1666625847000,30661,Macacos,MAC-06,185666.0,9404405.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),SPE Macacos Energia S.A.,945,RN,EOLCVRN030661-4-01,-35.836118030999955,-5.38177049799998,Nordeste
1.5,123.5,85.0,77.0,1666625847000,30294,Cajucoco,19,394099.551643,9678449.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Nova Eólica Cajucoco S.A.,969,CE,EOLCVCE030294-5-01,-39.952876112999945,-2.9087433639999745,Nordeste
3.465,150.0,84.0,132.0,1666625847000,35184,Chafariz 6,CHA6-09,733990.0,9224415.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Chafariz 6 Energia Renovável S.A.,981,PB,EOLCVPB035184-9-01,-36.88192863599994,-7.0118293769999696,Nordeste
1.6,121.25,80.0,82.5,1666625847000,30317,Licínio de Almeida,LAL_3,752579.0,8431721.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Licínio de Almeida Ltda.,988,BA,EOLCVBA030317-8-01,-42.66031168899997,-14.174810029999946,Nordeste
2.35,144.0,98.0,92.0,1666625847000,31335,Baraúnas I,BA-I-04,267360.0,8906084.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Baraúnas I Energética S.A.,911,BA,EOLCVBA031335-1-01,-41.12154119699994,-9.889326005999976,Nordeste
2.1,175.0,120.0,110.0,1666625847000,33640,São Bento do Norte I,SBN I 06,173932.0,9431991.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Geradora Eólica São Bento do Norte I S.A.,963,RN,EOLCVRN033640-8-01,-35.94072638599994,-5.1320415009999465,Nordeste
4.2,200.0,125.0,150.0,1652345066000,35161,Afonso Bezerra IV,AFB_IV-4,780182.0,9407141.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Afonso Bezerra IV Geração de Energia SPE S.A.,979,RN,EOLCVRN035161-0-01,-36.47190920299994,-5.358399670999972,Nordeste
4.2,200.0,125.0,150.0,1651596285000,35158,Afonso Bezerra I,AFB_I-4,776919.0,9409337.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Afonso Bezerra I Geração de Energia SPE S.A.,381,RN,EOLCVRN035158-0-01,-36.50141283599993,-5.338673403999962,Nordeste
4.2,200.0,125.0,150.0,1651596285000,35159,Afonso Bezerra II,AFB_II-6,780093.0,9404793.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Afonso Bezerra II Geração de Energia SPE S.A.,471,RN,EOLCVRN035159-8-01,-36.472624277999955,-5.37962341399998,Nordeste
4.2,200.0,125.0,150.0,1651595159000,40880,Serrote III,SIII-3,460002.0,9636941.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Serrote Geração de Energia Elétrica S.A.,324,CE,EOLCVCE040880-8-01,-39.36003706499997,-3.2846074099999782,Nordeste
4.2,200.0,125.0,150.0,1651595159000,40882,Serrote V,SV-3,457648.0,9633688.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Serrote Geração de Energia Elétrica S.A.,907,CE,EOLCVCE040882-4-01,-39.381237211999974,-3.3140287939999666,Nordeste
3.15,182.5,120.0,125.0,1621618641000,33020,Ventos de Santa Ângela 16,VSA16-08,217219.0,9030520.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Ventos de Santa Ângela ACL 16 S.A.,88,PI,EOLCVPI033020-5-01,-41.57026002199996,-8.761761424999975,Nordeste
3.0,182.5,120.0,125.0,1616521690000,33016,Ventos de Santa Ângela 12,VSA12-08,231913.0,9028015.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Ventos de Santa Ângela ACL 12 S.A.,504,PI,EOLCVPI033016-7-01,-41.43693586099994,-8.785283427999957,Nordeste
3.15,182.5,120.0,125.0,1615889408000,33022,Ventos de Santa Angela 18,VSA18-10,235020.457,9030475.036,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),"Enel Green Power Brasil Participações Ltda., Enel Green Power Desenvolvimento Ltda.",635,PI,EOLCVPI033022-1-01,-41.40856262699998,-8.763233176999961,Nordeste
4.2,200.0,125.0,150.0,1614682364000,40883,Serrote VI,SVI-7,458362.0,9641528.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Serrote Geração de Energia Elétrica S.A.,456,CE,EOLCVCE040883-2-01,-39.37478373799996,-3.243104174999928,Nordeste
3.0,182.5,120.0,125.0,1614075854000,33024,Ventos de Santa Angela 20,VSA20-05,230082.0,9027097.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Ventos de Santa Ângela 20 S.A.,891,PI,EOLCVPI033024-8-01,-41.45362398399993,-8.793471332999957,Nordeste
4.2,200.0,125.0,150.0,1611050970000,40881,Serrote IV,SIV-1,456646.0,9634390.0,Versão Válida,SIRGAS2000,Não,UTM 24 S (MER -39),Serrote IV Geração de Energia Elétrica S.A.,48,CE,EOLCVCE040881-6-01,-39.39025422399993,-3.307674411999926,Nordeste
3.15,182.5,120.0,125.0,1609774555000,33010,Ventos de Santa Angela 06,VSA06-04,229763.0,9060310.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Ventos de Santa Ângela 6 S.A.,976,PI,EOLCVPI033010-8-01,-41.45457816499993,-8.49330979299998,Nordeste
3.15,182.5,120.0,125.0,1609774555000,33013,Ventos de Santa Angela 09,VSA09-01,227087.0,9049015.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Ventos de Santa Ângela 9 S.A.,860,PI,EOLCVPI033013-2-01,-41.47952853299995,-8.595226441999955,Nordeste
